DateTime, Sensor, Temperature (Celcius), Pressure (hPa)
2019-09-29 00:00:29 +0800, BMP280, 27.096529, 1013.183777
2019-09-29 00:01:00 +0800, BMP280, 27.106565, 1013.162292
2019-09-29 00:01:30 +0800, BMP280, 27.100544, 1013.174011
2019-09-29 00:02:00 +0800, BMP280, 27.092514, 1013.144348
2019-09-29 00:02:30 +0800, BMP280, 27.095524, 1013.122131
2019-09-29 00:03:00 +0800, BMP280, 27.099539, 1013.134277
2019-09-29 00:03:30 +0800, BMP280, 27.092514, 1013.117126
2019-09-29 00:04:00 +0800, BMP280, 27.092514, 1013.133423
2019-09-29 00:04:30 +0800, BMP280, 27.098536, 1013.138062
2019-09-29 00:05:00 +0800, BMP280, 27.098536, 1013.138062
2019-09-29 00:05:30 +0800, BMP280, 27.086491, 1013.096191
2019-09-29 00:06:00 +0800, BMP280, 27.097532, 1013.136353
2019-09-29 00:06:30 +0800, BMP280, 27.100544, 1013.097839
2019-09-29 00:07:00 +0800, BMP280, 27.098536, 1013.105347
2019-09-29 00:07:30 +0800, BMP280, 27.096529, 1013.085693
2019-09-29 00:08:00 +0800, BMP280, 27.096529, 1013.080261
2019-09-29 00:08:30 +0800, BMP280, 27.097532, 1013.038269
2019-09-29 00:09:00 +0800, BMP280, 27.093517, 1013.080627
2019-09-29 00:09:30 +0800, BMP280, 27.095524, 1013.051331
2019-09-29 00:10:00 +0800, BMP280, 27.093517, 1013.064392
2019-09-29 00:10:30 +0800, BMP280, 27.096529, 1013.102051
2019-09-29 00:11:00 +0800, BMP280, 27.094521, 1013.142212
2019-09-29 00:11:30 +0800, BMP280, 27.097532, 1013.136414
2019-09-29 00:12:00 +0800, BMP280, 27.105562, 1013.155273
2019-09-29 00:12:30 +0800, BMP280, 27.098536, 1013.127197
2019-09-29 00:13:00 +0800, BMP280, 27.094521, 1013.125793
2019-09-29 00:13:30 +0800, BMP280, 27.091511, 1013.115356
2019-09-29 00:14:00 +0800, BMP280, 27.100544, 1013.130493
2019-09-29 00:14:30 +0800, BMP280, 27.093517, 1013.102478
2019-09-29 00:15:00 +0800, BMP280, 27.101547, 1013.088623
2019-09-29 00:15:30 +0800, BMP280, 27.097532, 1013.081909
2019-09-29 00:16:00 +0800, BMP280, 27.093517, 1013.048035
2019-09-29 00:16:30 +0800, BMP280, 27.095524, 1013.073120
2019-09-29 00:17:00 +0800, BMP280, 27.095524, 1013.040466
2019-09-29 00:17:30 +0800, BMP280, 27.093517, 1013.053406
2019-09-29 00:18:00 +0800, BMP280, 27.094521, 1013.049744
2019-09-29 00:18:30 +0800, BMP280, 27.095524, 1013.045837
2019-09-29 00:19:00 +0800, BMP280, 27.096529, 1013.031250
2019-09-29 00:19:30 +0800, BMP280, 27.094521, 1013.076904
2019-09-29 00:20:00 +0800, BMP280, 27.096529, 1013.036743
2019-09-29 00:20:30 +0800, BMP280, 27.093517, 1013.037170
2019-09-29 00:21:00 +0800, BMP280, 27.094521, 1013.022522
2019-09-29 00:21:30 +0800, BMP280, 27.096529, 1013.036621
2019-09-29 00:22:01 +0800, BMP280, 27.098536, 1013.061890
2019-09-29 00:22:31 +0800, BMP280, 27.093517, 1013.058899
2019-09-29 00:23:01 +0800, BMP280, 27.097532, 1013.043762
2019-09-29 00:23:31 +0800, BMP280, 27.101547, 1013.034180
2019-09-29 00:24:01 +0800, BMP280, 27.100544, 1013.076050
2019-09-29 00:24:31 +0800, BMP280, 27.104559, 1013.055481
2019-09-29 00:25:01 +0800, BMP280, 27.101547, 1013.028687
2019-09-29 00:25:31 +0800, BMP280, 27.099539, 1013.009033
2019-09-29 00:26:01 +0800, BMP280, 27.100544, 1013.048889
2019-09-29 00:26:31 +0800, BMP280, 27.105562, 1013.035400
2019-09-29 00:27:01 +0800, BMP280, 27.108574, 1013.034973
2019-09-29 00:27:31 +0800, BMP280, 27.111584, 1012.996521
2019-09-29 00:28:01 +0800, BMP280, 27.102551, 1013.035828
2019-09-29 00:28:31 +0800, BMP280, 27.102551, 1013.030396
2019-09-29 00:29:01 +0800, BMP280, 27.104559, 1013.044678
2019-09-29 00:29:31 +0800, BMP280, 27.105562, 1013.024536
2019-09-29 00:30:01 +0800, BMP280, 27.106565, 1013.020691
2019-09-29 00:30:31 +0800, BMP280, 27.100544, 1013.021606
2019-09-29 00:31:01 +0800, BMP280, 27.100544, 1013.054321
2019-09-29 00:31:31 +0800, BMP280, 27.106565, 1013.031616
2019-09-29 00:32:01 +0800, BMP280, 27.099539, 1013.036194
2019-09-29 00:32:31 +0800, BMP280, 27.104559, 1013.061035
2019-09-29 00:33:01 +0800, BMP280, 27.108574, 1013.067688
2019-09-29 00:33:31 +0800, BMP280, 27.111584, 1013.083557
2019-09-29 00:34:01 +0800, BMP280, 27.110580, 1013.081909
2019-09-29 00:34:31 +0800, BMP280, 27.110580, 1013.087402
2019-09-29 00:35:01 +0800, BMP280, 27.111584, 1013.094543
2019-09-29 00:35:31 +0800, BMP280, 27.109577, 1013.123779
2019-09-29 00:36:01 +0800, BMP280, 27.111584, 1013.094543
2019-09-29 00:36:31 +0800, BMP280, 27.109577, 1013.112915
2019-09-29 00:37:01 +0800, BMP280, 27.111584, 1013.110840
2019-09-29 00:37:31 +0800, BMP280, 27.110580, 1013.098267
2019-09-29 00:38:01 +0800, BMP280, 27.109577, 1013.091125
2019-09-29 00:38:31 +0800, BMP280, 27.102551, 1013.084839
2019-09-29 00:39:01 +0800, BMP280, 27.101547, 1013.055908
2019-09-29 00:39:31 +0800, BMP280, 27.103554, 1013.037537
2019-09-29 00:40:01 +0800, BMP280, 27.100544, 1013.021667
2019-09-29 00:40:31 +0800, BMP280, 27.099539, 1012.987305
2019-09-29 00:41:01 +0800, BMP280, 27.102551, 1012.965088
2019-09-29 00:41:31 +0800, BMP280, 27.098536, 1012.942017
2019-09-29 00:42:01 +0800, BMP280, 27.104559, 1012.952087
2019-09-29 00:42:31 +0800, BMP280, 27.105562, 1012.921082
2019-09-29 00:43:02 +0800, BMP280, 27.104559, 1012.903137
2019-09-29 00:43:32 +0800, BMP280, 27.109577, 1012.900574
2019-09-29 00:44:02 +0800, BMP280, 27.106565, 1012.917358
2019-09-29 00:44:32 +0800, BMP280, 27.102551, 1012.894287
2019-09-29 00:45:02 +0800, BMP280, 27.104559, 1012.903137
2019-09-29 00:45:32 +0800, BMP280, 27.104559, 1012.919373
