DateTime, Temperature (Celcius), Pressure (hPa))
2017-04-03 00:00:27 +0800, 21.205824, 1024.499512
2017-04-03 00:00:57 +0800, 21.207832, 1024.459839
2017-04-03 00:01:27 +0800, 21.206827, 1024.468994
2017-04-03 00:01:58 +0800, 21.204821, 1024.465576
2017-04-03 00:02:28 +0800, 21.199802, 1024.478638
2017-04-03 00:02:58 +0800, 21.203817, 1024.474609
2017-04-03 00:03:28 +0800, 21.201809, 1024.465820
2017-04-03 00:03:58 +0800, 21.198799, 1024.466064
2017-04-03 00:04:28 +0800, 21.200806, 1024.485718
2017-04-03 00:04:58 +0800, 21.200806, 1024.447876
2017-04-03 00:05:28 +0800, 21.193781, 1024.452271
2017-04-03 00:05:58 +0800, 21.191772, 1024.470459
2017-04-03 00:06:28 +0800, 21.189766, 1024.477783
2017-04-03 00:06:58 +0800, 21.179729, 1024.439209
2017-04-03 00:07:28 +0800, 21.192776, 1024.466675
2017-04-03 00:07:58 +0800, 21.190769, 1024.484863
2017-04-03 00:08:28 +0800, 21.186754, 1024.472656
2017-04-03 00:08:58 +0800, 21.187757, 1024.452881
2017-04-03 00:09:28 +0800, 21.193781, 1024.479248
2017-04-03 00:09:58 +0800, 21.186754, 1024.467285
2017-04-03 00:10:28 +0800, 21.183744, 1024.483765
2017-04-03 00:10:58 +0800, 21.183744, 1024.494629
2017-04-03 00:11:28 +0800, 21.186754, 1024.499634
2017-04-03 00:11:58 +0800, 21.187757, 1024.479736
2017-04-03 00:12:28 +0800, 21.189766, 1024.483154
2017-04-03 00:12:58 +0800, 21.191772, 1024.481201
2017-04-03 00:13:28 +0800, 21.185751, 1024.454834
2017-04-03 00:13:58 +0800, 21.188763, 1024.454590
2017-04-03 00:14:28 +0800, 21.184748, 1024.469360
2017-04-03 00:14:58 +0800, 21.182739, 1024.460571
2017-04-03 00:15:28 +0800, 21.182739, 1024.438843
2017-04-03 00:15:58 +0800, 21.185751, 1024.422363
2017-04-03 00:16:28 +0800, 21.181736, 1024.431885
2017-04-03 00:16:58 +0800, 21.178726, 1024.410645
2017-04-03 00:17:28 +0800, 21.176718, 1024.412598
2017-04-03 00:17:58 +0800, 21.170696, 1024.369873
2017-04-03 00:18:28 +0800, 21.174711, 1024.398315
2017-04-03 00:18:58 +0800, 21.171700, 1024.409424
2017-04-03 00:19:28 +0800, 21.178726, 1024.394409
2017-04-03 00:19:58 +0800, 21.172703, 1024.373291
2017-04-03 00:20:28 +0800, 21.175714, 1024.378540
2017-04-03 00:20:58 +0800, 21.173706, 1024.364258
2017-04-03 00:21:28 +0800, 21.167685, 1024.348755
2017-04-03 00:21:58 +0800, 21.161663, 1024.365479
2017-04-03 00:22:29 +0800, 21.160660, 1024.369141
2017-04-03 00:22:59 +0800, 21.163670, 1024.379639
2017-04-03 00:23:29 +0800, 21.170696, 1024.348267
2017-04-03 00:23:59 +0800, 21.172703, 1024.335571
2017-04-03 00:24:29 +0800, 21.171700, 1024.366211
2017-04-03 00:24:59 +0800, 21.163670, 1024.325684
2017-04-03 00:25:29 +0800, 21.165678, 1024.318359
2017-04-03 00:25:59 +0800, 21.169693, 1024.341187
2017-04-03 00:26:29 +0800, 21.167685, 1024.370239
2017-04-03 00:26:59 +0800, 21.161663, 1024.333130
2017-04-03 00:27:29 +0800, 21.156645, 1024.356934
2017-04-03 00:27:59 +0800, 21.161663, 1024.327637
2017-04-03 00:28:29 +0800, 21.161663, 1024.306152
2017-04-03 00:28:59 +0800, 21.162666, 1024.313232
2017-04-03 00:29:29 +0800, 21.163670, 1024.304199
2017-04-03 00:29:59 +0800, 21.162666, 1024.296997
2017-04-03 00:30:29 +0800, 21.160660, 1024.288208
2017-04-03 00:30:59 +0800, 21.156645, 1024.292114
2017-04-03 00:31:29 +0800, 21.154636, 1024.288818
2017-04-03 00:31:59 +0800, 21.145605, 1024.305908
2017-04-03 00:32:29 +0800, 21.146608, 1024.269897
2017-04-03 00:32:59 +0800, 21.150623, 1024.298340
2017-04-03 00:33:29 +0800, 21.152630, 1024.285400
2017-04-03 00:33:59 +0800, 21.150623, 1024.282104
2017-04-03 00:34:29 +0800, 21.142593, 1024.252197
2017-04-03 00:34:59 +0800, 21.146608, 1024.242920
2017-04-03 00:35:29 +0800, 21.143597, 1024.253906
